,pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,st_spectype_short,pl_tsurf_c,pl_hz_status,pl_type,P_HABITABLE,hz_zone_inner,hz_zone_outer,pl_system_class
3899,Kepler-878 b,Kepler-878,25.9422033,0.165,1.93,4.38,0.0,27.01,501.0,nan,5044.0,0.77,0.81,-0.03,4.58,,268.8801872672759,Too Hot,Super-Earth,0.0,0.3481480772650346,0.6497233624873717,Terrestrial-SuperEarth-Only
3900,Kepler-879 b,Kepler-879,33.3855938,0.2012,2.57,7.13,0.0,29.13,580.0,G,5792.0,1.02,1.02,0.05,4.42,G,375.57353932931244,Too Hot,Neptune-Like,0.0,0.6081075538160551,1.1348667719872505,NeptuneLike-GasGiant-Only
3901,Kepler-88 d,KOI-142,1403.0,2.46633,13.1,965.147,0.41,,,G6 V,5466.0,0.9,0.99,0.27,4.53,G,-108.89814038061039,Too Cold,Gas-Giant,0.0,0.4778646273194635,0.8918038982574006,NeptuneLike-GasGiant-Only
3902,Kepler-880 b,Kepler-880,7.71468975,0.0915,2.66,7.56,0.0,586.17,1622.0,nan,6761.0,1.74,1.46,0.03,4.12,,1193.4781586821964,Too Hot,Neptune-Like,0.0,1.4134948815734607,2.6379023963859574,NeptuneLike-GasGiant-Only
3903,Kepler-880 c,Kepler-880,11.8061737,0.1216,2.87,8.6,0.0,926.72,1407.0,nan,6900.0,2.6,1.71,0.0,3.84,,1313.9854176521276,Too Hot,Neptune-Like,0.0,2.1998580066161253,4.105434538893959,NeptuneLike-GasGiant-Only
3904,Kepler-881 b,Kepler-881,4.44448017,0.0552,1.78,3.82,0.0,538.57,1217.0,nan,5961.0,1.09,1.06,0.0,4.39,,1044.523579107206,Too Hot,Super-Earth,0.0,0.6883159948287555,1.2845539350014223,Terrestrial-SuperEarth-Only
3905,Kepler-882 b,Kepler-882,3.98953967,0.04741,1.23,2.04,0.0,259.03,903.0,nan,5476.0,0.87,0.9,-0.03,4.52,,893.7485336264884,Too Hot,Super-Earth,0.0,0.4636275676975148,0.865234312343922,Terrestrial-SuperEarth-Only
3906,Kepler-883 b,Kepler-883,12.98495573,0.10288,1.78,3.82,0.0,163.05,818.0,nan,6116.0,1.09,1.06,-0.13,4.4,,717.1351211355347,Too Hot,Super-Earth,0.0,0.724577045395058,1.3522252887723274,Terrestrial-SuperEarth-Only
3907,Kepler-884 b,Kepler-884,5.69919514,0.06116,1.23,2.04,0.0,139.5,964.0,nan,5715.0,0.94,1.0,0.05,4.49,,841.3791433300363,Too Hot,Super-Earth,0.0,0.5456114090673607,1.0182347755459555,Terrestrial-SuperEarth-Only
3908,Kepler-885 b,Kepler-885,18.11472949,0.14403,2.5,6.8,0.0,124.65,830.0,nan,6187.0,1.35,1.21,0.11,4.26,,669.0986543642006,Too Hot,Neptune-Like,0.0,0.918368799327401,1.7138847038590723,NeptuneLike-GasGiant-Only
3909,Kepler-886 b,Kepler-886,6.24146367,0.06428,1.52,2.92,0.0,231.43,1111.0,nan,6098.0,1.16,1.1,-0.01,4.35,,1015.465902523344,Too Hot,Super-Earth,0.0,0.7665772904908283,1.4306072826735714,Terrestrial-SuperEarth-Only
3910,Kepler-887 b,Kepler-887,20.42228798,0.15431,1.84,4.04,0.0,109.84,785.0,nan,6194.0,1.29,1.19,0.08,4.29,,617.7193685677852,Too Hot,Super-Earth,0.0,0.8795392651692487,1.6414199765073045,Terrestrial-SuperEarth-Only
3911,Kepler-887 c,Kepler-887,7.63846023,0.0801,1.13,1.51,0.0,407.98,1089.0,nan,6194.0,1.29,1.19,0.08,4.29,,963.351945767523,Too Hot,Super-Earth,0.0,0.8795392651692487,1.6414199765073045,Terrestrial-SuperEarth-Only
3912,Kepler-888 b,Kepler-888,70.6979061,0.31481,1.76,3.75,0.0,7.85,417.0,nan,5875.0,0.9,0.97,-0.21,4.52,,220.9898419260922,Too Hot,Super-Earth,0.0,0.5520537589763683,1.0302576632725884,Terrestrial-SuperEarth-Only
3913,Kepler-889 b,Kepler-889,3.744439,0.04975,1.09,1.32,0.0,954.59,1328.0,nan,5961.0,1.25,1.14,0.19,4.3,,1213.2051484104463,Too Hot,Super-Earth,0.0,0.7893532050788481,1.4731123107814477,Terrestrial-SuperEarth-Only
3914,Kepler-890 b,Kepler-890,52.75875577,0.2944,8.89,58.6,0.0,30.23,540.0,nan,5954.0,1.13,1.09,0.09,4.37,,307.11203290965864,Too Hot,Gas-Giant,0.0,0.7119003790042457,1.3285677509301779,NeptuneLike-GasGiant-Only
3915,Kepler-891 b,Kepler-891,53.44945593,0.2881,6.41,33.6,0.0,44.33,486.0,nan,5887.0,1.07,1.06,0.09,4.41,,291.21399814437143,Too Hot,Neptune-Like,0.0,0.6590144985851568,1.2298706898292564,NeptuneLike-GasGiant-Only
3916,Kepler-892 b,Kepler-892,13.7521072,0.1015,2.81,8.3,0.0,18.2,556.0,nan,4747.0,0.72,0.75,-0.04,4.61,,355.7729817851837,Too Hot,Neptune-Like,0.0,0.2883328202402782,0.5380945112598362,NeptuneLike-GasGiant-Only
3917,Kepler-893 b,Kepler-893,6.33855761,0.0699,3.03,9.43,0.0,266.27,1034.0,nan,5820.0,0.99,1.0,-0.03,4.45,,816.3995861044033,Too Hot,Neptune-Like,0.0,0.5959423976852876,1.1121638284335824,NeptuneLike-GasGiant-Only
3918,Kepler-894 b,Kepler-894,9.803224,0.0916,2.78,8.15,0.0,119.88,896.0,nan,5603.0,0.85,0.87,-0.25,4.53,,575.8884423604851,Too Hot,Neptune-Like,0.0,0.47422373934000733,0.8850091745897146,NeptuneLike-GasGiant-Only
3919,Kepler-895 b,Kepler-895,2.80624233,0.0328,1.54,2.99,0.0,106.59,771.0,nan,4315.0,0.61,0.65,-0.16,4.67,,652.5149117550714,Too Hot,Super-Earth,0.0,0.2018434009328571,0.3766856165922407,Terrestrial-SuperEarth-Only
3920,Kepler-896 b,Kepler-896,144.547396,0.56378,2.53,6.94,0.0,1.99,303.0,nan,5262.0,0.81,0.84,-0.1,4.56,,40.59984975882605,In HZ,Neptune-Like,0.0,0.39857479043310445,0.7438310591207291,NeptuneLike-GasGiant-Only
3921,Kepler-896 c,Kepler-896,29.5422566,0.1792,3.15,10.1,0.0,16.56,515.0,nan,5510.0,0.8,0.88,-0.16,4.57,,305.97537664511265,Too Hot,Neptune-Like,0.0,0.4316346537842162,0.8055282706882815,NeptuneLike-GasGiant-Only
3922,Kepler-897 b,Kepler-897,8.0472642,0.077,2.39,6.3,0.0,354.22,855.0,nan,5839.0,1.04,1.03,0.04,4.41,,794.3178118556926,Too Hot,Neptune-Like,0.0,0.6301347203426815,1.175974466202244,NeptuneLike-GasGiant-Only
3923,Kepler-898 b,Kepler-898,5.8706191,0.0545,1.49,2.83,0.0,37.11,616.0,nan,4223.0,0.62,0.65,-0.06,4.66,,435.3888710650193,Too Hot,Super-Earth,0.0,0.19649747425114922,0.3667089035610036,Terrestrial-SuperEarth-Only
3924,Kepler-899 b,Kepler-899,19.17891293,0.1392,2.68,7.65,0.0,62.2,640.0,nan,5595.0,0.91,0.93,-0.06,4.49,,438.46677200835666,Too Hot,Neptune-Like,0.0,0.5062496011856013,0.9447767045681578,NeptuneLike-GasGiant-Only
3925,Kepler-9 b,Kepler-9,19.23891,0.143,8.29,43.4,0.0609,48.23,661.0,nan,5774.0,0.96,1.02,0.05,4.49,,471.0495161263211,Too Hot,Gas-Giant,0.0,0.5687847086173894,1.0614814142229512,Mixed-Members
3926,Kepler-9 c,Kepler-9,38.9853,0.227,8.08,29.9,0.06691,18.9,523.0,nan,5774.0,0.96,1.02,0.05,4.49,,317.51940123023746,Too Hot,Neptune-Like,0.0,0.5687847086173894,1.0614814142229512,Mixed-Members
3927,Kepler-9 d,Kepler-9,1.592851,0.0273,1.64,8.41466,0.0,1339.66,2026.0,nan,5777.0,1.02,1.07,0.12,4.49,,1483.4227285352895,Too Hot,Super-Earth,0.0,0.6049619040142868,1.1289962752076383,Mixed-Members
3928,Kepler-90 i,KOI-351,14.44912,0.120138,1.32,2.3,0.0,,709.0,nan,6015.0,1.29,1.12,0.098,4.27,,707.3222216777161,Too Hot,Super-Earth,0.0,0.82943831584489,1.5479202291740712,Terrestrial-SuperEarth-Only
3929,Kepler-900 b,Kepler-900,6.9913086,0.0679,2.08,4.98,0.0,54.11,716.0,nan,4836.0,0.73,0.78,-0.01,4.6,,515.6335431458344,Too Hot,Super-Earth,0.0,0.3034020875003151,0.5662171855865955,Terrestrial-SuperEarth-Only
3930,Kepler-901 b,Kepler-901,3.51749439,0.0378,1.37,2.45,0.0,68.72,704.0,nan,4184.0,0.57,0.59,-0.3,4.7,,535.0674254625811,Too Hot,Super-Earth,0.0,0.17732963797225285,0.3309373688262267,Terrestrial-SuperEarth-Only
3931,Kepler-902 b,Kepler-902,40.1099547,0.223,2.54,6.99,0.0,24.88,556.0,nan,5647.0,0.93,0.95,0.0,4.49,,300.50639116585364,Too Hot,Neptune-Like,0.0,0.5270376536967506,0.9835719306777249,NeptuneLike-GasGiant-Only
3932,Kepler-903 b,Kepler-903,10.3507721,0.09081,2.01,4.7,0.0,274.85,842.0,nan,5682.0,0.97,0.98,0.05,4.46,,650.623000224852,Too Hot,Super-Earth,0.0,0.5565411910087942,1.0386322303589426,Mixed-Members
3933,Kepler-903 c,Kepler-903,62.9228557,0.30249,2.53,6.94,0.0,24.79,462.0,nan,5682.0,0.97,0.98,0.05,4.46,,232.99691197655164,Too Hot,Neptune-Like,0.0,0.5565411910087942,1.0386322303589426,Mixed-Members
3934,Kepler-904 b,Kepler-904,3.02166863,0.0417,1.77,3.78,0.0,875.42,1332.0,nan,6160.0,1.25,1.16,0.05,4.31,,1404.5437906632442,Too Hot,Super-Earth,0.0,0.8429359133489738,1.5731098108737522,Terrestrial-SuperEarth-Only
3935,Kepler-905 b,Kepler-905,5.08274652,0.05689,1.41,2.57,0.0,185.77,928.0,nan,5461.0,0.86,0.95,0.09,4.55,,783.0555403297952,Too Hot,Super-Earth,0.0,0.4557911878194763,0.8506098481673999,Terrestrial-SuperEarth-Only
3936,Kepler-906 b,Kepler-906,41.6979976,0.22363,2.11,5.1,0.0,21.99,537.0,nan,6035.0,1.02,1.06,-0.09,4.45,,367.9965864891275,Too Hot,Neptune-Like,0.0,0.660203527826715,1.232089688374329,NeptuneLike-GasGiant-Only
3937,Kepler-907 b,Kepler-907,15.86621821,0.1225,1.2,1.87,0.0,137.66,879.0,nan,6106.0,1.38,1.08,-0.15,4.19,,746.3173110303011,Too Hot,Super-Earth,0.0,0.9143570259437966,1.70639782381421,Terrestrial-SuperEarth-Only
3938,Kepler-909 b,Kepler-909,13.93290318,0.11873,1.47,2.76,0.0,127.24,852.0,nan,6154.0,1.23,1.17,0.08,4.33,,712.1643769061943,Too Hot,Super-Earth,0.0,0.8278339160347469,1.544926054834206,Terrestrial-SuperEarth-Only
3939,Kepler-91 b,Kepler-91,6.24658,0.0731,15.323,257.4423,0.0519,3273.32,2040.0,K3,4550.0,6.3,1.31,0.11,2.95,K,1828.0528872031482,Too Hot,Gas-Giant,0.0,2.317856061318833,4.325645701542571,NeptuneLike-GasGiant-Only
3940,Kepler-910 b,Kepler-910,2.36436901,0.03752,0.82,0.477,0.0,2108.07,1752.0,nan,6230.0,1.5,1.26,0.12,4.19,,1686.3590215848872,Too Hot,Terrestrial,0.0,1.034642877526429,1.930878534906662,Terrestrial-SuperEarth-Only
3941,Kepler-911 b,Kepler-911,20.310501,0.15594,2.6,7.27,0.0,198.73,931.0,nan,6112.0,1.99,1.34,0.03,3.97,,812.9657831833418,Too Hot,Neptune-Like,0.0,1.3211218870602175,2.46551341446295,NeptuneLike-GasGiant-Only
3942,Kepler-912 b,Kepler-912,2.53475627,0.0339,2.8,8.25,0.0,519.95,1218.0,nan,5998.0,1.11,1.07,0.02,4.37,,1434.1628447271687,Too Hot,Neptune-Like,0.0,0.709674207862389,1.324413210106279,NeptuneLike-GasGiant-Only
3943,Kepler-913 b,Kepler-913,10.29672521,0.1009,2.06,4.9,0.0,58.9,1129.0,nan,4687.0,0.61,0.63,-0.52,4.67,,300.1201039341995,Too Hot,Super-Earth,0.0,0.23814576463561593,0.44443407005631175,Mixed-Members
3944,Kepler-913 c,Kepler-913,5.93911982,0.0699,3.858,14.2,0.0,122.82,1357.0,nan,6068.0,1.8,1.29,0.16,4.04,,1258.6012477338563,Too Hot,Neptune-Like,0.0,1.1778412754835228,2.1981192600440287,Mixed-Members
3945,Kepler-914 b,Kepler-914,4.40966548,0.05454,1.38,2.48,0.0,568.38,1192.0,nan,5877.0,1.15,1.1,0.22,4.36,,1069.2812397096463,Too Hot,Super-Earth,0.0,0.7058823808268041,1.317336799887718,Terrestrial-SuperEarth-Only
3946,Kepler-915 b,Kepler-915,4.59489604,0.05655,1.5,2.86,0.0,844.75,1319.0,nan,6173.0,1.38,1.21,0.08,4.24,,1243.7764412934266,Too Hot,Super-Earth,0.0,0.9345332554090923,1.7440512492000102,Terrestrial-SuperEarth-Only
3947,Kepler-916 b,Kepler-916,32.2968798,0.1885,1.76,3.75,0.0,14.68,503.0,nan,5248.0,0.81,0.85,-0.05,4.56,,268.0099706005925,Too Hot,Super-Earth,0.0,0.39645672735048015,0.7398782724823144,Terrestrial-SuperEarth-Only
3948,Kepler-917 b,Kepler-917,2.97041438,0.0378,1.91,4.31,0.0,228.11,991.0,nan,5418.0,0.76,0.8,-0.38,4.58,,935.3451251918965,Too Hot,Super-Earth,0.0,0.3964740012100639,0.7399105094264906,Terrestrial-SuperEarth-Only
3949,Kepler-918 b,Kepler-918,4.85386933,0.0569,1.74,3.68,0.0,258.7,1052.0,nan,6028.0,1.14,1.11,0.06,4.37,,1069.0416791183025,Too Hot,Super-Earth,0.0,0.7361638016211204,1.373848806772652,Terrestrial-SuperEarth-Only
3950,Kepler-919 b,Kepler-919,11.04603384,0.0981,2.25,5.69,0.0,153.92,869.0,nan,6113.0,1.21,1.15,0.07,4.33,,794.8163851368475,Too Hot,Neptune-Like,0.0,0.8035580976464749,1.499621865667728,NeptuneLike-GasGiant-Only
3951,Kepler-92 b,Kepler-92,13.749,0.12232,3.51,64.3,0.17,257.78,975.0,nan,5883.0,1.7,1.21,0.138,4.05,,817.8370080549747,Too Hot,Gas-Giant,0.0,1.0456100243189446,1.9513457210158107,Mixed-Members
3952,Kepler-92 c,Kepler-92,26.723,0.19054,2.6,6.1,0.04,106.21,781.0,nan,5883.0,1.7,1.21,0.138,4.05,,600.9784083237261,Too Hot,Super-Earth,0.0,1.0456100243189446,1.9513457210158107,Mixed-Members
3953,Kepler-92 d,Kepler-92,49.3568,0.28682,2.067,11.86668,0.07,46.84,637.0,nan,5904.34,1.82,1.07,0.138,3.95,,466.7062425327449,Too Hot,Super-Earth,0.0,1.127553674478709,2.104271178294038,Mixed-Members
3954,Kepler-920 b,Kepler-920,6.53192704,0.065,2.42,6.44,0.0,153.14,907.0,nan,5403.0,0.85,0.89,0.0,4.54,,698.7750107341521,Too Hot,Neptune-Like,0.0,0.44097298135817653,0.8229557102968109,NeptuneLike-GasGiant-Only
3955,Kepler-920 c,Kepler-920,100.8274113,0.4029,3.8,13.8,0.0,3.99,364.0,nan,5403.0,0.85,0.89,0.0,4.54,,117.23291504256474,Too Hot,Neptune-Like,0.0,0.44097298135817653,0.8229557102968109,NeptuneLike-GasGiant-Only
3956,Kepler-921 b,Kepler-921,51.300634,0.2716,2.87,8.6,0.0,15.01,492.0,nan,5663.0,0.91,0.93,-0.12,4.5,,242.49092755853667,Too Hot,Neptune-Like,0.0,0.5186300009805167,0.9678813416722337,NeptuneLike-GasGiant-Only
3957,Kepler-922 b,Kepler-922,0.93846683,0.01795,1.42,2.6,0.0,2142.63,1876.0,nan,5671.0,0.93,0.95,-0.05,4.48,,1757.4009964236343,Too Hot,Super-Earth,0.0,0.5315270402343997,0.9919501453146145,Terrestrial-SuperEarth-Only
3958,Kepler-923 b,Kepler-923,6.93366476,0.07592,1.38,2.48,0.0,390.64,1104.0,nan,5988.0,1.26,1.11,0.07,4.28,,940.333765408264,Too Hot,Super-Earth,0.0,0.8028922179052861,1.498379182876382,Terrestrial-SuperEarth-Only
3959,Kepler-924 b,Kepler-924,61.0370117,0.31318,3.07,9.64,0.0,20.0,610.0,nan,6167.0,1.23,1.14,0.01,4.32,,334.8092915344072,Too Hot,Neptune-Like,0.0,0.8313351210457117,1.5514600983663496,NeptuneLike-GasGiant-Only
3960,Kepler-925 b,Kepler-925,33.8678531,0.1805,2.34,6.08,0.0,5.83,394.0,nan,4673.0,0.72,0.77,0.12,4.62,,191.11765946880791,Too Hot,Neptune-Like,0.0,0.2794133668783356,0.5214487860402799,NeptuneLike-GasGiant-Only
3961,Kepler-926 b,Kepler-926,52.0688601,0.2739,2.31,5.95,0.0,17.88,524.0,nan,5806.0,1.01,1.01,0.03,4.43,,281.4587386688967,Too Hot,Neptune-Like,0.0,0.6050601585095433,1.1291796404053984,NeptuneLike-GasGiant-Only
3962,Kepler-927 b,Kepler-927,9.1149903,0.0866,1.72,3.61,0.0,129.53,906.0,nan,5743.0,0.99,0.99,0.03,4.45,,692.7729248021533,Too Hot,Super-Earth,0.0,0.580277788454129,1.0829301108106897,Terrestrial-SuperEarth-Only
3963,Kepler-928 b,Kepler-928,3.9324613,0.0444,1.59,3.15,0.0,111.11,894.0,nan,4700.0,0.7,0.73,-0.11,4.62,,655.1757537109369,Too Hot,Super-Earth,0.0,0.2748000933571255,0.5128393701623551,Terrestrial-SuperEarth-Only
3964,Kepler-929 b,Kepler-929,0.92103214,0.01982,1.11,1.41,0.0,8159.93,2362.0,nan,5869.0,1.02,1.01,-0.04,4.42,,1821.2391352995173,Too Hot,Super-Earth,0.0,0.6243836336850057,1.1652416326604498,Terrestrial-SuperEarth-Only
3965,Kepler-93 b,Kepler-93,4.72673978,0.05343,1.478,4.66,0.0,275.0,1133.0,nan,5669.0,0.92,0.91,-0.18,4.47,,897.0303190424155,Too Hot,Super-Earth,0.0,0.5254408835300196,0.9805919949848494,Terrestrial-SuperEarth-Only
3966,Kepler-930 b,Kepler-930,71.4517775,0.34593,2.13,5.18,0.0,16.85,561.0,nan,6335.0,1.4,1.25,0.04,4.24,,360.8095224777346,Too Hot,Neptune-Like,0.0,0.9984915506228308,1.8634119504041573,NeptuneLike-GasGiant-Only
3967,Kepler-931 b,Kepler-931,8.03755877,0.0719,1.33,2.33,0.0,72.44,744.0,nan,5241.0,0.81,0.86,-0.01,4.55,,601.9087864956467,Too Hot,Super-Earth,0.0,0.39539981185696704,0.7379058281887687,Terrestrial-SuperEarth-Only
3968,Kepler-932 b,Kepler-932,1.9214374,0.02876,1.37,2.45,0.0,562.22,1276.0,nan,5331.0,0.84,0.87,-0.01,4.54,,1160.0239006331635,Too Hot,Super-Earth,0.0,0.4242479682735278,0.7917430383085902,Terrestrial-SuperEarth-Only
3969,Kepler-933 b,Kepler-933,14.20443009,0.1041,2.46,6.62,0.0,61.32,602.0,nan,5346.0,0.84,0.87,-0.02,4.54,,482.26958243068407,Too Hot,Neptune-Like,0.0,0.4266387664058018,0.7962048104767215,NeptuneLike-GasGiant-Only
3970,Kepler-934 b,Kepler-934,55.6738309,0.2658,2.09,5.02,0.0,4.72,384.0,nan,5001.0,0.77,0.81,0.01,4.59,,150.26840788357464,Too Hot,Super-Earth,0.0,0.3422374681135349,0.6386928237510122,Terrestrial-SuperEarth-Only
3971,Kepler-935 b,Kepler-935,4.88083852,0.0527,1.35,2.39,0.0,94.61,879.0,nan,4830.0,0.73,0.78,-0.01,4.61,,621.0779893806176,Too Hot,Super-Earth,0.0,0.30264969575638,0.5648130517547575,Terrestrial-SuperEarth-Only
3972,Kepler-936 b,Kepler-936,10.56134221,0.0954,1.45,2.7,0.0,133.56,867.0,nan,5482.0,0.89,0.92,0.05,4.51,,559.7729970636043,Too Hot,Super-Earth,0.0,0.4753255825073234,0.8870654641238295,Terrestrial-SuperEarth-Only
3973,Kepler-937 b,Kepler-937,67.668827,0.3214,3.72,13.4,0.0,20.63,495.0,nan,6095.0,1.22,1.15,0.08,4.32,,317.56186622454004,Too Hot,Neptune-Like,0.0,0.8054347640505694,1.503124151292609,NeptuneLike-GasGiant-Only
3974,Kepler-937 c,Kepler-937,153.343364,0.5545,2.67,7.61,0.0,6.93,377.0,nan,6095.0,1.22,1.15,0.08,4.32,,176.57585489675483,Too Hot,Neptune-Like,0.0,0.8054347640505694,1.503124151292609,NeptuneLike-GasGiant-Only
3975,Kepler-938 b,Kepler-938,52.6298417,0.2689,2.22,5.56,0.0,8.57,544.0,nan,5533.0,0.89,0.92,-0.03,4.51,,227.5819214853277,Too Hot,Neptune-Like,0.0,0.4842107947077916,0.9036472875612955,NeptuneLike-GasGiant-Only
3976,Kepler-939 b,Kepler-939,14.878296,0.1153,1.75,3.71,0.0,54.19,692.0,nan,5471.0,0.85,0.88,-0.12,4.54,,465.78549743815586,Too Hot,Super-Earth,0.0,0.45214264993714304,0.8438008480439626,Terrestrial-SuperEarth-Only
3977,Kepler-94 b,Kepler-94,2.50806,0.03377,3.51,10.84,0.0,216.09,997.0,M0 V,4781.0,0.76,0.81,0.34,4.59,M,855.0991512808245,Too Hot,Neptune-Like,0.0,0.30872670637862554,0.5761541334185549,NeptuneLike-GasGiant-Only
3978,Kepler-94 c,Kepler-94,820.3,1.596807,12.5,3126.0,0.345931,,,M0 V,4781.0,0.76,0.81,0.34,4.59,M,-109.07427500933136,Too Cold,Gas-Giant,0.0,0.30872670637862554,0.5761541334185549,NeptuneLike-GasGiant-Only
3979,Kepler-940 b,Kepler-940,59.6225257,0.3059,3.34,11.1,0.0,10.52,486.0,nan,5769.0,0.96,0.97,-0.08,4.47,,235.23347217931314,Too Hot,Neptune-Like,0.0,0.567800055969612,1.0596438288075103,NeptuneLike-GasGiant-Only
3980,Kepler-941 b,Kepler-941,17.42395198,0.1311,3.08,9.69,0.0,47.03,722.0,nan,5539.0,0.86,0.89,-0.15,4.53,,432.556716645082,Too Hot,Neptune-Like,0.0,0.46890439307630577,0.8750820666538125,NeptuneLike-GasGiant-Only
3981,Kepler-942 b,Kepler-942,44.96417488,0.22737,2.13,5.18,0.0,4.96,379.0,nan,4861.0,0.75,0.81,0.09,4.59,,166.02203494658488,Too Hot,Neptune-Like,0.0,0.31494565818884535,0.5877601095682005,NeptuneLike-GasGiant-Only
3982,Kepler-943 b,Kepler-943,49.7701438,0.2559,5.93,29.5,0.0,10.16,455.0,nan,5612.0,0.91,0.93,-0.07,4.5,,253.28920129856874,Too Hot,Neptune-Like,0.0,0.5093306799851576,0.9505266971961864,NeptuneLike-GasGiant-Only
3983,Kepler-944 b,Kepler-944,43.3167737,0.2288,2.63,7.41,0.0,20.17,459.0,nan,5409.0,0.83,0.86,-0.11,4.54,,239.32540053747346,Too Hot,Neptune-Like,0.0,0.43155402875546756,0.8053778060779617,NeptuneLike-GasGiant-Only
3984,Kepler-945 b,Kepler-945,31.0033814,0.2037,2.63,7.41,0.0,31.7,616.0,nan,5718.0,0.97,0.97,-0.01,4.46,,347.5468046386428,Too Hot,Neptune-Like,0.0,0.5636157961671949,1.051835049940472,NeptuneLike-GasGiant-Only
3985,Kepler-946 b,Kepler-946,11.79162572,0.1002,1.93,4.38,0.0,124.07,857.0,nan,5665.0,0.93,0.94,-0.09,4.47,,585.3741845159102,Too Hot,Super-Earth,0.0,0.530402908634497,0.9898522605044936,Terrestrial-SuperEarth-Only
3986,Kepler-947 b,Kepler-947,26.9644317,0.1773,2.28,5.82,0.0,51.95,573.0,nan,5508.0,0.87,0.9,-0.07,4.52,,333.7878138921235,Too Hot,Neptune-Like,0.0,0.46906198363466167,0.8753761664181299,NeptuneLike-GasGiant-Only
3987,Kepler-948 b,Kepler-948,7.76846622,0.0749,1.85,4.08,0.0,126.2,841.0,nan,5679.0,0.94,0.96,-0.02,4.47,,727.6329379971809,Too Hot,Super-Earth,0.0,0.538759214447689,1.005447024530109,Terrestrial-SuperEarth-Only
3988,Kepler-949 b,Kepler-949,8.6893073,0.07739,2.91,8.8,0.0,58.44,782.0,nan,5403.0,0.86,0.89,0.01,4.53,,622.8061931643343,Too Hot,Neptune-Like,0.0,0.44616089878591986,0.8326375421826558,NeptuneLike-GasGiant-Only
3989,Kepler-949 c,Kepler-949,20.99757968,0.1394,2.97,9.11,0.0,27.2,582.0,nan,5211.0,0.9,0.82,0.08,4.45,,385.50189699884163,Too Hot,Neptune-Like,0.0,0.4343179470530443,0.8105359051950074,NeptuneLike-GasGiant-Only
3990,Kepler-95 b,Kepler-95,11.5231,0.10232,3.42,13.0,0.0,178.83,927.0,nan,5699.0,1.41,1.08,0.3,4.17,,779.2308908153738,Too Hot,Neptune-Like,0.0,0.8138409653716261,1.5188120316651466,NeptuneLike-GasGiant-Only
3991,Kepler-950 b,Kepler-950,98.7180406,0.3982,8.98,59.6,0.0,3.97,360.0,nan,5857.0,1.02,1.02,0.02,4.44,,193.1545874796322,Too Hot,Gas-Giant,0.0,0.6218329627834217,1.1604815016041627,NeptuneLike-GasGiant-Only
3992,Kepler-952 b,Kepler-952,130.3546919,0.5183,7.65,45.4,0.0,5.05,369.0,nan,5730.0,0.99,1.0,0.06,4.45,,120.78686174192461,Too Hot,Gas-Giant,0.0,0.5776536988510197,1.0780329637869466,NeptuneLike-GasGiant-Only
3993,Kepler-953 b,Kepler-953,88.40655258,0.392,4.21,16.5,0.0,5.84,410.0,nan,5416.0,0.99,0.95,0.26,4.42,,155.0022448752751,Too Hot,Neptune-Like,0.0,0.5160783329222852,0.9631193496952289,Mixed-Members
3994,Kepler-953 c,Kepler-953,9.10967112,0.0862,1.19,1.81,0.0,121.04,873.0,nan,5416.0,0.99,0.95,0.26,4.42,,639.8854206334688,Too Hot,Super-Earth,0.0,0.5160783329222852,0.9631193496952289,Mixed-Members
3995,Kepler-954 b,Kepler-954,16.78176602,0.1202,2.32,5.99,0.0,21.53,545.0,nan,4990.0,0.76,0.82,0.02,4.59,,351.0160087999109,Too Hot,Neptune-Like,0.0,0.33630846869930414,0.6276279646087137,NeptuneLike-GasGiant-Only
3996,Kepler-955 b,Kepler-955,14.53244172,0.1083,3.13,9.96,0.0,33.09,664.0,nan,5350.0,0.84,0.89,0.02,4.54,,468.03087194234945,Too Hot,Neptune-Like,0.0,0.4272774471044451,0.7973967336788779,NeptuneLike-GasGiant-Only
3997,Kepler-956 b,Kepler-956,5.24867263,0.06017,3.0,9.27,0.0,307.06,1056.0,nan,6040.0,1.15,1.1,0.02,4.36,,1040.3826096988228,Too Hot,Neptune-Like,0.0,0.7455810094218397,1.3914234547948146,NeptuneLike-GasGiant-Only
3998,Kepler-957 b,Kepler-957,5.90741354,0.0559,5.5,25.9,0.0,124.91,769.0,nan,4963.0,0.75,0.81,-0.01,4.6,,631.1530777188801,Too Hot,Neptune-Like,0.0,0.32830155050994997,0.6126852372209415,NeptuneLike-GasGiant-Only
3999,Kepler-958 b,Kepler-958,9.7678805,0.08631,2.06,4.9,0.0,73.59,749.0,nan,5421.0,0.86,0.91,0.01,4.53,,578.0724724672139,Too Hot,Super-Earth,0.0,0.4491386050873168,0.8381946182574165,Terrestrial-SuperEarth-Only
4000,Kepler-959 b,Kepler-959,14.80074836,0.1633,4.38,17.6,0.0,165.87,1912.0,nan,7005.0,2.01,1.6,0.02,4.04,,949.3759372701232,Too Hot,Neptune-Like,0.0,1.7528124798928624,3.2711460801170884,NeptuneLike-GasGiant-Only
