,pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,st_spectype_short,pl_tsurf_c,pl_hz_status,pl_type,P_HABITABLE,hz_zone_inner,hz_zone_outer,pl_system_class
109,EPIC 201757695.02,EPIC 201757695,2.0478,0.0296,0.908,0.688,0.0,,,nan,4520.0,0.66,0.73,-0.003,4.66,,788.5689112191011,Too Hot,Terrestrial,0.0,0.23963151044644998,0.44720680909195415,Terrestrial-SuperEarth-Only
110,EPIC 201841433 b,EPIC 201841433,4.1698,0.035,1.04,1.12,,,,nan,5053.0,0.63,0.8,0.0,4.6,,793.275587264222,Too Hot,Super-Earth,0.0,0.2858658427878085,0.5334905711829852,Terrestrial-SuperEarth-Only
111,EPIC 211822797 b,EPIC 211822797,21.1701963,0.1195,1.92,4.35,0.06,3.5,431.0,M0,4057.0,0.58,0.62,0.2,4.7,M,171.46085110945359,Too Hot,Super-Earth,0.0,0.16965283798985592,0.31661071696909504,Terrestrial-SuperEarth-Only
112,EPIC 211945201 b,EPIC 211945201,19.49221,0.1493,5.76,27.0,0.0,31.91,817.0,G0,6069.0,1.39,1.17,0.1,4.22,G,648.0196903236703,Too Hot,Neptune-Like,0.0,0.9098550193589187,1.6979960573036905,NeptuneLike-GasGiant-Only
113,EPIC 212737443 b,EPIC 212737443,13.603,0.098,2.586,7.2,0.2,,536.0,K3,4684.0,0.67,0.69,-0.137,4.62,K,336.0869789221317,Too Hot,Neptune-Like,0.0,0.26123520013050944,0.487524199364299,NeptuneLike-GasGiant-Only
114,EPIC 212737443 c,EPIC 212737443,65.55,0.28,2.69,7.7,0.2,,316.0,K3,4684.0,0.67,0.69,-0.137,4.62,K,87.27945741179104,In HZ,Neptune-Like,0.0,0.26123520013050944,0.487524199364299,NeptuneLike-GasGiant-Only
115,EPIC 220674823 b,EPIC 220674823,0.571292,0.01326,1.725,8.21,0.0,4670.0,2300.0,G5 V,5532.0,0.99,0.95,0.11,4.45,G,2104.637352375247,Too Hot,Super-Earth,0.0,0.538421827180253,1.0048173832821061,Mixed-Members
116,EPIC 220674823 c,EPIC 220674823,13.3397,0.1083,2.836,8.9,0.13,70.0,805.0,G5 V,5532.0,0.99,0.95,0.11,4.45,G,558.8638320481384,Too Hot,Neptune-Like,0.0,0.538421827180253,1.0048173832821061,Mixed-Members
117,EPIC 229004835 b,EPIC 229004835,16.141132,0.1237,2.332,10.4,0.23,69.7,804.0,nan,5868.0,1.0,0.97,-0.12,4.47,,556.7968125315805,Too Hot,Super-Earth,0.0,0.6119322337066215,1.1420044930927584,Terrestrial-SuperEarth-Only
118,EPIC 248847494 b,EPIC 248847494,3650.0,4.5,12.442,4131.79,0.0,0.19,183.0,nan,4898.0,2.7,0.9,-0.23,3.52,,-84.42066399354039,Too Cold,Gas-Giant,0.0,1.1511301945911485,2.148270318095532,NeptuneLike-GasGiant-Only
119,EPIC 249893012 b,EPIC 249893012,3.5951,0.047,1.95,8.75,0.06,1037.0,1616.0,G8 IV/V,5430.0,1.71,1.05,0.2,3.99,G,1356.1233799120819,Too Hot,Super-Earth,0.0,0.8960224468854443,1.6721813362518942,Mixed-Members
120,EPIC 249893012 c,EPIC 249893012,15.624,0.13,3.67,14.67,0.07,160.0,990.0,G8 IV/V,5430.0,1.71,1.05,0.2,3.99,G,706.5006130917543,Too Hot,Neptune-Like,0.0,0.8960224468854443,1.6721813362518942,Mixed-Members
121,EPIC 249893012 d,EPIC 249893012,35.747,0.22,3.94,10.18,0.15,53.0,752.0,G8 IV/V,5430.0,1.71,1.05,0.2,3.99,G,479.9134166372968,Too Hot,Neptune-Like,0.0,0.8960224468854443,1.6721813362518942,Mixed-Members
122,G 196-3 b,G 196-3,,350.0,12.0,8263.53858,,,1670.0,nan,3517.0,0.52,0.52,,4.72,,-266.4065052467813,Too Cold,Gas-Giant,,0.11430657190841742,0.2133220175684147,NeptuneLike-GasGiant-Only
123,G 264-012 b,G 264-012,2.30538,0.02279,1.39,2.5,,20.5,587.0,M4.0 V,3326.0,0.3,0.3,0.1,4.85,M,327.1325456846872,Too Hot,Super-Earth,0.0,0.05897784021617325,0.11006604131931974,Terrestrial-SuperEarth-Only
124,G 264-012 c,G 264-012,8.0518,0.0525,1.76,3.75,,3.87,387.0,M4.0 V,3326.0,0.3,0.3,0.1,4.85,M,122.35158337549683,Too Hot,Super-Earth,0.0,0.05897784021617325,0.11006604131931974,Terrestrial-SuperEarth-Only
125,G 9-40 b,G 9-40,5.7459982,0.0418,1.9,4.0,0.0,6.27,441.0,M2.5 V,3395.0,0.3,0.3,-0.07,4.84,M,179.28612183112614,Too Hot,Super-Earth,0.0,0.06145028932360919,0.11468019274672882,Terrestrial-SuperEarth-Only
126,GJ 1002 b,GJ 1002,10.3465,0.0457,1.03,1.08,,0.67,231.0,M5.5 V,3024.0,0.14,0.12,-0.25,5.1,M,-9.861002669751826,Too Cold,Super-Earth,1.0,0.022751745934914715,0.0424599239134612,Terrestrial-SuperEarth-Only
127,GJ 1002 c,GJ 1002,21.202,0.0738,1.1,1.36,,0.26,182.0,M5.5 V,3024.0,0.14,0.12,-0.25,5.1,M,-65.96293906795754,Too Cold,Super-Earth,1.0,0.022751745934914715,0.0424599239134612,Terrestrial-SuperEarth-Only
128,GJ 1061 b,GJ 1061,3.204,0.021,1.1,1.37,0.31,3.8,,M5.5 V,2953.0,0.16,0.12,-0.08,5.16,M,132.32006520495537,Too Hot,Super-Earth,0.0,0.024795335935263757,0.04627372687053328,Terrestrial-SuperEarth-Only
129,GJ 1061 c,GJ 1061,6.689,0.035,1.18,1.74,0.29,1.4,,M5.5 V,2953.0,0.16,0.12,-0.08,5.16,M,40.925761984885526,In HZ,Super-Earth,1.0,0.024795335935263757,0.04627372687053328,Terrestrial-SuperEarth-Only
130,GJ 1061 d,GJ 1061,13.031,0.054,1.16,1.64,0.53,0.6,,M5.5 V,2953.0,0.16,0.12,-0.08,5.16,M,-20.29498923502777,Too Cold,Super-Earth,1.0,0.024795335935263757,0.04627372687053328,Terrestrial-SuperEarth-Only
131,GJ 1132 b,GJ 1132,1.62892911,0.0157,1.192,1.83705,0.0118,19.3,584.0,M4.5 V,3229.0,0.22,0.19,-0.17,5.04,M,328.12696350013596,Too Hot,Super-Earth,0.0,0.04076447851258899,0.076075772864547,Terrestrial-SuperEarth-Only
132,GJ 1132 c,GJ 1132,8.929,0.0476,1.43,2.64,0.27,,300.0,M4.5 V,3270.0,0.21,0.18,-0.17,5.02,M,68.5137707540672,In HZ,Super-Earth,0.0,0.03990597444443288,0.07447360934190649,Terrestrial-SuperEarth-Only
133,GJ 1148 b,GJ 1148,41.38,0.166,11.9,96.7,0.38,,,M5,3287.0,0.36,0.34,0.16,4.87,M,-32.3580762552067,Too Cold,Gas-Giant,0.0,0.06912338999879325,0.12899994085663863,NeptuneLike-GasGiant-Only
134,GJ 1148 c,GJ 1148,532.58,0.912,9.71,68.06,0.342,,,M5,3287.0,0.36,0.34,0.16,4.87,M,-170.41970357017078,Too Cold,Gas-Giant,0.0,0.06912338999879325,0.12899994085663863,NeptuneLike-GasGiant-Only
135,GJ 1151 c,GJ 1151,389.7,0.5714,3.25,10.62,,,,M 4.5V,3280.0,0.18,0.16,-0.12,5.09,M,-181.57330111639288,Too Cold,Neptune-Like,0.0,0.034414646471395846,0.064225544486312,NeptuneLike-GasGiant-Only
136,GJ 1214 b,GJ 1214,1.58040453,0.01505,2.733,8.41,0.0062,17.2,567.0,M4 V,3101.0,0.22,0.18,0.24,5.03,M,316.6297576407353,Too Hot,Neptune-Like,0.0,0.03759666592245972,0.0701639152895825,NeptuneLike-GasGiant-Only
137,GJ 1252 b,GJ 1252,0.5182331,0.00915,1.193,1.32,0.0,233.0,1089.0,M3,3458.0,0.39,0.38,0.1,4.89,M,849.8810174842996,Too Hot,Super-Earth,0.0,0.08287770282490885,0.1546686116368708,Terrestrial-SuperEarth-Only
138,GJ 1265 b,GJ 1265,3.6511,0.026,2.63,7.4,0.04,,,M4.5 V,3236.0,0.19,0.18,-0.04,5.09,M,162.004666751052,Too Hot,Neptune-Like,0.0,0.035358493002484205,0.0659869764225968,NeptuneLike-GasGiant-Only
139,GJ 143 b,GJ 143,35.61253,0.1915,2.61,22.7,0.188,10.86,422.0,K4.5,4640.0,0.7,0.73,0.003,4.61,K,168.1435882009701,Too Hot,Neptune-Like,0.0,0.26782870484117566,0.4998291762719528,Mixed-Members
140,GJ 160.2 b,GJ 160.2,5.2354,0.053,3.17,10.2,0.06,,,M0 V,4347.0,0.66,0.69,,4.61,M,489.92755437145763,Too Hot,Neptune-Like,0.0,0.22163907856350787,0.4136288458467032,NeptuneLike-GasGiant-Only
141,GJ 163 b,GJ 163,8.63182,0.0607,3.25,10.6,0.073,,,M,3500.0,0.41,0.4,0.1,4.82,M,179.34171640690403,Too Hot,Neptune-Like,0.0,0.0892571602461465,0.1665741277009913,NeptuneLike-GasGiant-Only
142,GJ 163 c,GJ 163,25.63058,0.1254,2.5,6.8,0.099,,,M,3500.0,0.41,0.4,0.1,4.82,M,41.66557514028307,In HZ,Neptune-Like,2.0,0.0892571602461465,0.1665741277009913,NeptuneLike-GasGiant-Only
143,GJ 163 d,GJ 163,603.95116,1.0304,5.92,29.4,0.373,,,M,3500.0,0.41,0.4,0.1,4.82,M,-163.32478713860718,Too Cold,Neptune-Like,0.0,0.0892571602461465,0.1665741277009913,NeptuneLike-GasGiant-Only
144,GJ 179 b,GJ 179,2288.0,2.41,13.8,301.93699,0.21,,,M3.5 V,3370.0,0.38,0.36,0.3,4.83,M,-206.58312277557818,Too Cold,Gas-Giant,0.0,0.07669490580702742,0.14313010853901595,NeptuneLike-GasGiant-Only
145,GJ 180 b,GJ 180,17.133,0.092,2.43,6.49,0.07,,,M2 V,3371.0,0.41,0.43,,4.81,M,80.8487864264738,In HZ,Neptune-Like,0.0,0.0827988837319739,0.1545215173128343,NeptuneLike-GasGiant-Only
146,GJ 180 c,GJ 180,24.329,0.129,2.41,6.4,0.09,,,M2 V,3371.0,0.41,0.43,,4.81,M,25.801565297588354,In HZ,Neptune-Like,2.0,0.0827988837319739,0.1545215173128343,NeptuneLike-GasGiant-Only
147,GJ 180 d,GJ 180,106.3,0.309,2.66,7.56,0.14,,,M3,3811.5,0.41,0.43,,4.81,M,-54.74950480948644,Too Cold,Neptune-Like,2.0,0.10585194073627029,0.1975437560972873,NeptuneLike-GasGiant-Only
148,GJ 2030 b,GJ 2030,2.38129,0.034,2.03,4.76743,0.239,,,nan,5485.0,2.24,0.96,-0.4,3.72,,1941.5055471989458,Too Hot,Super-Earth,0.0,1.1976347869508563,2.235058446745893,Mixed-Members
149,GJ 2030 c,GJ 2030,25533.11353,16.761,12.3,4069.15709,0.041,,,nan,5485.0,2.24,0.96,-0.4,3.72,,-173.4039551391952,Too Cold,Gas-Giant,0.0,1.1976347869508563,2.235058446745893,Mixed-Members
150,GJ 2056 b,GJ 2056,69.971,0.283,4.17,16.2,0.72,,,M0V:,4069.95,0.71,0.62,,4.48,M,47.52864248926062,In HZ,Neptune-Like,0.0,0.20900641522895438,0.3900534276988421,NeptuneLike-GasGiant-Only
151,GJ 238 b,GJ 238,1.7446999,0.02123,0.566,0.126,,107.26,758.0,M2.5 V,3485.0,0.43,0.42,0.15,4.85,M,507.0519278794437,Too Hot,Terrestrial,,0.09281050601129258,0.17320547771948772,Terrestrial-SuperEarth-Only
152,GJ 251 b,GJ 251,14.238,0.0818,1.83,4.0,0.1,2.53,351.0,M3.0 V,3451.0,0.36,0.36,-0.03,4.96,M,86.98436409538311,In HZ,Super-Earth,0.0,0.07619308170380135,0.14219359081849137,Terrestrial-SuperEarth-Only
153,GJ 27.1 b,GJ 27.1,15.819,0.101,3.66,13.0,0.08,,,M0.5 V,3542.0,0.52,0.53,,4.72,M,126.64241268317392,Too Hot,Neptune-Like,0.0,0.11593740552201785,0.21636552338757586,NeptuneLike-GasGiant-Only
154,GJ 273 b,GJ 273,18.6498,0.091101,1.51,2.89,0.1,1.06,,M3.5,3382.0,0.29,0.29,0.09,4.91,M,27.012225079098982,In HZ,Super-Earth,1.0,0.05894789814870304,0.11001016262279098,Terrestrial-SuperEarth-Only
155,GJ 273 c,GJ 273,4.7234,0.036467,1.06,1.18,0.17,6.66,,M3.5,3382.0,0.29,0.29,0.09,4.91,M,201.27502556259446,Too Hot,Super-Earth,0.0,0.05894789814870304,0.11001016262279098,Terrestrial-SuperEarth-Only
156,GJ 3082 b,GJ 3082,11.949,0.079,2.79,8.2,0.22,,,M4,3910.0,0.47,0.47,,4.77,M,201.26361775722296,Too Hot,Neptune-Like,0.0,0.12769517651225143,0.2383081937683618,NeptuneLike-GasGiant-Only
157,GJ 3090 b,GJ 3090,2.8531054,0.03165,2.13,3.34,0.32,23.04,693.0,M2 V,3556.0,0.52,0.52,-0.06,4.73,M,443.8539907773213,Too Hot,Neptune-Like,0.0,0.11685571801869274,0.21807930301790132,NeptuneLike-GasGiant-Only
158,GJ 3138 b,GJ 3138,1.22003,0.0197,1.18,1.78,0.19,118.1,,M0,3717.0,0.5,0.68,-0.3,4.63,M,658.3641495832549,Too Hot,Super-Earth,0.0,0.12276603980567664,0.2291093054668254,Mixed-Members
159,GJ 3138 c,GJ 3138,5.974,0.057,1.88,4.18,0.11,13.9,,M0,3717.0,0.5,0.68,-0.3,4.63,M,274.4773645690193,Too Hot,Super-Earth,0.0,0.12276603980567664,0.2291093054668254,Mixed-Members
160,GJ 3138 d,GJ 3138,257.8,0.698,3.23,10.5,0.32,0.1,,M0,3717.0,0.5,0.68,-0.3,4.63,M,-116.65702097363126,Too Cold,Neptune-Like,0.0,0.12276603980567664,0.2291093054668254,Mixed-Members
161,GJ 317 b,GJ 317,695.66,1.151,13.3,794.5,0.07,,,M2.5 V,3492.73,0.43,0.42,0.301,4.82,M,-166.95438448931864,Too Cold,Gas-Giant,0.0,0.09322268441233593,0.1739746962048355,NeptuneLike-GasGiant-Only
162,GJ 317 c,GJ 317,6739.323,5.23,13.5,522.5,0.17,,,M2.5 V,3492.73,0.43,0.42,0.301,4.82,M,-223.33118377176737,Too Cold,Gas-Giant,0.0,0.09322268441233593,0.1739746962048355,NeptuneLike-GasGiant-Only
163,GJ 328 b,GJ 328,3771.0,4.11,13.3,797.7493,0.227,,,M0.0,3897.0,0.63,0.65,-0.06,4.64,M,-197.25297102608607,Too Cold,Gas-Giant,0.0,0.17002957962337473,0.3173138023999891,NeptuneLike-GasGiant-Only
164,GJ 328 c,GJ 328,241.8,0.657,4.91,21.4,,,,M0.0,3897.0,0.63,0.65,-0.06,4.64,M,-83.3208068930771,Too Cold,Neptune-Like,0.0,0.17002957962337473,0.3173138023999891,NeptuneLike-GasGiant-Only
165,GJ 3293 b,GJ 3293,30.5987,0.14339,5.19,23.54,0.06,1.07,,M2.5,3466.0,0.4,0.42,0.02,4.78,M,14.81793204241336,In HZ,Neptune-Like,0.0,0.08539653082361025,0.15936931660614673,Mixed-Members
166,GJ 3293 c,GJ 3293,122.6196,0.36175,4.87,21.09,0.11,0.17,,M2.5,3466.0,0.4,0.42,0.02,4.78,M,-91.84937964322052,Too Cold,Neptune-Like,0.0,0.08539653082361025,0.15936931660614673,Mixed-Members
167,GJ 3293 d,GJ 3293,48.1345,0.19394,2.67,7.6,0.12,0.59,,M2.5,3466.0,0.4,0.42,0.02,4.78,M,-25.539039749297388,Too Cold,Neptune-Like,2.0,0.08539653082361025,0.15936931660614673,Mixed-Members
168,GJ 3293 e,GJ 3293,13.2543,0.08208,1.63,3.28,0.21,3.34,,M2.5,3466.0,0.4,0.42,0.02,4.78,M,107.4641116352193,Too Hot,Super-Earth,0.0,0.08539653082361025,0.15936931660614673,Mixed-Members
169,GJ 3323 b,GJ 3323,5.3636,0.03282,1.23,2.02,0.23,2.58,,M4,3159.0,0.12,0.16,-0.27,,M,27.330273959043666,In HZ,Super-Earth,0.0,0.021281567745743954,0.03971623759461805,Terrestrial-SuperEarth-Only
170,GJ 3323 c,GJ 3323,40.54,0.1264,1.32,2.31,0.17,0.17,,M4,3159.0,0.12,0.16,-0.27,,M,-120.03712266628744,Too Cold,Super-Earth,0.0,0.021281567745743954,0.03971623759461805,Terrestrial-SuperEarth-Only
171,GJ 3341 b,GJ 3341,14.207,0.089,2.46,6.6,0.31,,,M2.5,3526.0,0.44,0.47,-0.09,4.77,M,116.84464955634013,Too Hot,Neptune-Like,0.0,0.09721659646968336,0.18142824295931947,NeptuneLike-GasGiant-Only
172,GJ 3470 b,GJ 3470,3.3366496,0.0355,4.57,13.9,0.017,29.66,594.0,M1.5,3652.0,0.5,0.5,0.2,4.7,M,408.63367884208697,Too Hot,Neptune-Like,0.0,0.11850990830736896,0.22116639769610769,NeptuneLike-GasGiant-Only
173,GJ 3512 b,GJ 3512,203.69,0.337,14.3,146.20107,0.44,,,M5.5 V,3081.0,0.14,0.12,-0.07,5.16,M,-174.36619017869776,Too Cold,Gas-Giant,0.0,0.02361753416929117,0.04407568134420767,NeptuneLike-GasGiant-Only
174,GJ 3512 c,GJ 3512,1599.6,1.292,9.32,63.56568,0.0183,,,M5.5 V,3081.0,0.14,0.12,-0.07,5.16,M,-222.6990364298113,Too Cold,Gas-Giant,0.0,0.02361753416929117,0.04407568134420767,NeptuneLike-GasGiant-Only
175,GJ 357 b,GJ 357,3.9306,0.036,1.2,1.84,,12.6,518.0,M2.5 V,3505.0,0.34,0.34,-0.12,4.94,M,262.6728578926994,Too Hot,Super-Earth,0.0,0.07422976432413966,0.13852959479827898,Mixed-Members
176,GJ 357 c,GJ 357,9.1247,0.061,1.66,3.4,,4.45,401.0,M2.5 V,3505.0,0.34,0.34,-0.12,4.94,M,138.48052152785243,Too Hot,Super-Earth,0.0,0.07422976432413966,0.13852959479827898,Mixed-Members
177,GJ 357 d,GJ 357,55.661,0.204,2.34,6.1,,0.38,220.0,M2.5 V,3505.0,0.34,0.34,-0.12,4.94,M,-48.05937705776472,Too Cold,Neptune-Like,2.0,0.07422976432413966,0.13852959479827898,Mixed-Members
178,GJ 3634 b,GJ 3634,2.64561,0.0287,2.83,8.4,0.08,,,M2.5,3517.0,0.43,0.45,,4.78,M,404.0401830897051,Too Hot,Neptune-Like,0.0,0.09452274215503748,0.17640089914311213,NeptuneLike-GasGiant-Only
179,GJ 367 b,GJ 367,0.3219225,0.00709,0.699,0.633,0.06,579.0,1365.0,M1.0 V,3522.0,0.46,0.46,-0.01,4.78,M,1138.0551603000995,Too Hot,Terrestrial,0.0,0.10140506668651661,0.18924487941567258,Terrestrial-SuperEarth-Only
180,GJ 3779 b,GJ 3779,3.0232,0.026,2.75,8.0,0.07,,,M4.0 V,3324.0,0.28,0.27,0.0,5.05,M,269.4732057183596,Too Hot,Neptune-Like,0.0,0.05497980328294505,0.10260479660985022,NeptuneLike-GasGiant-Only
181,GJ 3929 b,GJ 3929,2.616235,0.0252,1.09,1.75,0.0,17.3,568.0,M3.5 V,3384.0,0.32,0.31,-0.02,4.89,M,326.7102430053351,Too Hot,Super-Earth,0.0,0.0651229112668955,0.12153413919641826,Mixed-Members
182,GJ 3929 c,GJ 3929,15.04,0.081,2.26,5.71,0.0,1.68,317.0,M3.5 V,3384.0,0.32,0.31,-0.02,4.89,M,61.43605788638712,In HZ,Neptune-Like,0.0,0.0651229112668955,0.12153413919641826,Mixed-Members
183,GJ 393 b,GJ 393,7.02679,0.05402,1.17,1.71,,9.21,485.0,M2.0 V,3579.0,0.43,0.43,-0.09,4.88,M,229.15053674147788,Too Hot,Super-Earth,0.0,0.09788473567435722,0.182675142422561,Terrestrial-SuperEarth-Only
184,GJ 3942 b,GJ 3942,6.905,0.0608,2.57,7.14,0.121,,590.0,M0,3867.0,0.61,0.63,-0.04,4.65,M,336.1515822602274,Too Hot,Neptune-Like,0.0,0.1621068247605502,0.3025281428895997,NeptuneLike-GasGiant-Only
185,GJ 3988 b,GJ 3988,6.9442,0.0405,1.74,3.69,0.0,2.45,348.0,M4.5 V,3273.0,0.2,0.18,-0.12,4.92,M,88.65827668687342,In HZ,Super-Earth,0.0,0.03807545714661987,0.0710574484279372,Terrestrial-SuperEarth-Only
186,GJ 3998 b,GJ 3998,2.64977,0.029,1.38,2.47,0.0,,,M1,3722.0,0.49,0.5,-0.16,4.77,M,487.9126620221921,Too Hot,Super-Earth,0.0,0.12063461365106118,0.2251315803018634,Mixed-Members
187,GJ 3998 c,GJ 3998,13.74,0.089,2.38,6.26,0.049,,,M1,3722.0,0.49,0.5,-0.16,4.77,M,161.28460466753666,Too Hot,Neptune-Like,0.0,0.12063461365106118,0.2251315803018634,Mixed-Members
188,GJ 411 b,GJ 411,12.9394,0.07879,1.45,2.69,0.063,3.13,350.0,M1.5 V,3719.0,0.37,0.39,-0.362,4.9,M,127.75040605671109,Too Hot,Super-Earth,0.0,0.09094465940548031,0.1697233842949386,Mixed-Members
189,GJ 422 b,GJ 422,20.129,0.111,3.33,11.07,0.11,,,M3.5 V,3323.0,0.37,0.35,,4.85,M,28.64686207471334,In HZ,Neptune-Like,0.0,0.07260817595742322,0.135503342709024,NeptuneLike-GasGiant-Only
190,GJ 4276 b,GJ 4276,13.352,0.082,4.22,16.57,0.37,,,M4.0,3387.0,0.41,0.41,0.12,4.97,M,103.59301132353494,Too Hot,Neptune-Like,0.0,0.08358673664814496,0.15599182974385908,NeptuneLike-GasGiant-Only
191,GJ 433 b,GJ 433,7.3705,0.062,2.33,6.043,0.04,,,M1.5 V,3461.0,0.5,0.48,-0.17,4.81,M,215.76770296644418,Too Hot,Neptune-Like,0.0,0.10643790626270094,0.19863730081861683,NeptuneLike-GasGiant-Only
192,GJ 433 c,GJ 433,5094.105,4.819,6.27,32.422,0.12,,,M1.5 V,3472.0,0.47,0.48,-0.17,4.76,M,-219.21195661126225,Too Cold,Neptune-Like,0.0,0.10068862518540984,0.1879078368997944,NeptuneLike-GasGiant-Only
193,GJ 433 d,GJ 433,36.059,0.178,2.14,5.223,0.07,,,M2V,3461.0,0.47,0.48,-0.17,4.76,M,6.609944462501176,In HZ,Neptune-Like,2.0,0.10005163188693889,0.18671906276949984,NeptuneLike-GasGiant-Only
194,GJ 436 b,GJ 436,2.64388312,0.0291,4.17,22.1,0.13827,29.43,686.0,M2.5 V,3586.11,0.46,0.47,0.099,4.79,M,436.1027596265518,Too Hot,Neptune-Like,0.0,0.10513036339444162,0.19619712893648092,NeptuneLike-GasGiant-Only
195,GJ 463 b,GJ 463,3448.0,3.53,13.0,1144.18227,0.09,,,M3 V,3540.0,0.49,0.49,,4.86,M,-207.54167423068756,Too Cold,Gas-Giant,0.0,0.10912536871615701,0.2036527159705115,NeptuneLike-GasGiant-Only
196,GJ 480 b,GJ 480,9.567,0.068,3.69,13.2,0.1,,,M3.5 Ve,3381.0,0.46,0.45,,4.78,M,164.28611542808818,Too Hot,Neptune-Like,0.0,0.0934482759225864,0.174395701185647,NeptuneLike-GasGiant-Only
197,GJ 486 b,GJ 486,1.46712127,0.01714,1.289,2.77,0.00086,39.2,696.0,M3.5 V,3317.0,0.32,0.31,-0.15,4.91,M,439.80161620698857,Too Hot,Super-Earth,0.0,0.06256969549217092,0.11676925882901358,Terrestrial-SuperEarth-Only
198,GJ 504 b,GJ 504,,43.5,13.0,1271.3,,,510.0,G0 V,6234.0,1.26,1.22,0.28,4.6,G,-220.37205842831904,Too Cold,Gas-Giant,0.0,0.8702163946784676,1.6240213833256643,NeptuneLike-GasGiant-Only
199,GJ 514 b,GJ 514,140.43,0.422,2.13,5.2,0.45,0.28,202.0,M0.5-1.0 V,3728.0,0.5,0.51,-0.14,4.76,M,-71.29027077820626,Too Cold,Neptune-Like,2.0,0.12349373668356198,0.23046735307141203,NeptuneLike-GasGiant-Only
200,GJ 536 b,GJ 536,8.7076,0.06661,2.17,5.36,0.08,,,M1 V,3685.0,0.5,0.52,-0.08,4.75,M,229.07437099831208,Too Hot,Neptune-Like,0.0,0.12066133019845483,0.22518143944554445,NeptuneLike-GasGiant-Only
201,GJ 581 b,GJ 581,5.3686,0.04061,4.11,15.8,0.0,,,M3 V,3396.0,0.33,0.31,-0.088,4.89,M,208.41305702045918,Too Hot,Neptune-Like,0.0,0.06763514463204308,0.12622253708210887,Mixed-Members
202,GJ 581 c,GJ 581,12.914,0.0721,2.21,5.5,0.0,,,M3 V,3396.0,0.33,0.31,-0.088,4.89,M,88.26154790953507,In HZ,Neptune-Like,0.0,0.06763514463204308,0.12622253708210887,Mixed-Members
203,GJ 581 e,GJ 581,3.149,0.02815,1.17,1.7,0.0,,,M3 V,3396.0,0.33,0.31,-0.088,4.89,M,305.2528948526682,Too Hot,Super-Earth,0.0,0.06763514463204308,0.12622253708210887,Mixed-Members
204,GJ 625 b,GJ 625,14.628,0.078361,1.49,2.82,0.13,,,M2,3499.0,0.31,0.3,-0.38,4.94,M,73.04421832014106,In HZ,Super-Earth,0.0,0.067448562601638,0.1258743326481599,Terrestrial-SuperEarth-Only
205,GJ 649 b,GJ 649,600.1,1.112,10.8,81.99973,0.083,,,M1.0,3734.0,0.5,0.51,-0.15,4.76,M,-148.5976493961506,Too Cold,Gas-Giant,0.0,0.12389156859780193,0.23120979775487932,NeptuneLike-GasGiant-Only
206,GJ 674 b,GJ 674,4.6938,0.039,3.33,11.09,0.2,,,M2.5,3600.0,0.36,0.35,-0.28,4.86,M,270.9346250437617,Too Hot,Neptune-Like,0.0,0.08291452600187578,0.15473733204614137,NeptuneLike-GasGiant-Only
207,GJ 682 b,GJ 682,17.478,0.08,1.93,4.4,0.08,,,M3.5 V,3028.0,0.3,0.27,,4.93,M,18.536621798468616,In HZ,Super-Earth,2.0,0.04888280474367172,0.09122641295443341,Mixed-Members
208,GJ 682 c,GJ 682,57.32,0.176,2.89,8.7,0.1,,,M3.5 V,3028.0,0.3,0.27,,4.93,M,-76.49491970110475,Too Cold,Neptune-Like,0.0,0.04888280474367172,0.09122641295443341,Mixed-Members
209,GJ 685 b,GJ 685,24.16,0.1344,2.95,9.0,0.0,,,M0.5,3816.0,0.54,0.55,-0.15,4.72,M,107.34645733184158,Too Hot,Neptune-Like,0.0,0.13974414212356143,0.26079429943056665,NeptuneLike-GasGiant-Only
210,GJ 687 b,GJ 687,38.142,0.163,4.32,17.2,0.17,,,M3 V,3413.0,0.42,0.4,0.063,4.86,M,-0.6213673475368182,Too Cold,Neptune-Like,0.0,0.08694507511118837,0.1622592518583812,NeptuneLike-GasGiant-Only
211,GJ 687 c,GJ 687,727.562,1.165,4.14,16.0,0.4,,,M3.0V,3413.0,0.42,0.4,0.063,4.82,M,-171.2103878780062,Too Cold,Neptune-Like,0.0,0.08694507511118837,0.1622592518583812,NeptuneLike-GasGiant-Only
212,GJ 724 b,GJ 724,5.101284,0.04685,3.27,10.75,0.577,23.32,611.0,M1.0 V,3799.0,0.52,0.53,-0.02,4.88,M,356.4448599195705,Too Hot,Neptune-Like,0.0,0.13337211885967054,0.24890265719205096,NeptuneLike-GasGiant-Only
213,GJ 740 b,GJ 740,2.37756,0.029,1.53,2.96,0.24,79.0,829.0,M1.0 V,3913.0,0.56,0.58,0.08,4.68,M,582.2118343442368,Too Hot,Super-Earth,0.0,0.1523810082623475,0.28437756096541217,Terrestrial-SuperEarth-Only
214,GJ 806 b,GJ 806,0.9263237,0.01406,1.331,1.9,,130.0,940.0,M1.5 V,3600.0,0.41,0.41,-0.28,4.98,M,693.8952025472105,Too Hot,Super-Earth,0.0,0.0944304323910252,0.17622862816366103,Mixed-Members
