,key_0,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,placeholder1,placeholder2,raw_data_calc_orb_sma,placeholder3,raw_data_tsurf_k,raw_data_tsurf_c,pl_tsurf_k,pl_tsurf_c,P_HABITABLE
4134,toi-1260 d,TOI-1260 d,TOI-1260,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,16.608164,8.3e-05,-8.3e-05,0.0,0.1116,0.0033,-0.0033,0.0,3.12,0.08,-0.08,0.0,0.278,0.007,-0.007,0.0,11.84,7.79,-7.79,0.0,0.03725,0.02451,-0.02451,0.0,Mass,0.0,,,0.0,10.32,0.07,-0.07,0.0,499.0,14.0,-14.0,0.0,0,K6 V,4227.0,85.0,-85.0,0.0,0.67,0.01,-0.01,0.0,0.68,0.1,-0.06,0.0,-0.1,0.07,-0.07,0.0,[Fe/H],4.57,0.05,-0.05,0.0,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977,0.1607,-0.1601,11.922,0.034,-0.034,8.95,0.022,-0.022,11.5743,0.000536,-0.000536,,,0.112027475,,515.207992,242.057992,515.2079523747782,242.0579523747782,0
4135,toi-1266 b,TOI-1266 b,TOI-1266,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,10.894843,6.7e-05,-6.6e-05,0.0,0.0736,0.0016,-0.0017,0.0,2.37,0.16,-0.12,0.0,0.211,0.014,-0.011,0.0,13.5,11.0,-9.0,0.0,0.04248,0.03461,-0.02832,0.0,Mass,0.09,0.06,-0.05,0.0,4.9,1.0,-0.8,0.0,413.0,20.0,-20.0,0.0,1,M3,3600.0,150.0,-150.0,0.0,0.42,0.02,-0.02,0.0,0.45,0.03,-0.03,0.0,-0.5,0.5,-0.5,0.0,[Fe/H],4.85,0.05,-0.05,0.0,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.0118,0.0295,-0.0295,12.941,0.049,-0.049,8.84,0.02,-0.02,12.1222,0.000249,-0.000249,,,0.073704157,,427.7926102,154.6426102,427.79257729058173,154.64257729058176,0
4136,toi-1266 c,TOI-1266 c,TOI-1266,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,18.80151,0.00067,-0.00069,0.0,0.1058,0.0023,-0.0024,0.0,1.56,0.15,-0.13,0.0,0.139,0.013,-0.012,0.0,2.2,2.0,-1.5,0.0,0.00692,0.00629,-0.00472,0.0,Mass,0.04,0.03,-0.03,0.0,2.3,0.5,-0.4,0.0,344.0,16.0,-16.0,0.0,1,M3,3600.0,150.0,-150.0,0.0,0.42,0.02,-0.02,0.0,0.45,0.03,-0.03,0.0,-0.5,0.5,-0.5,0.0,[Fe/H],4.85,0.05,-0.05,0.0,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.0118,0.0295,-0.0295,12.941,0.049,-0.049,8.84,0.02,-0.02,12.1222,0.000249,-0.000249,,,0.106040838,,356.8037018,83.6537018,356.80367436684605,83.65367436684608,0
4137,toi-1268 b,TOI-1268 b,TOI-1268,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,8.1577094,4.5e-06,-4.5e-06,0.0,0.0711,0.0063,-0.0058,0.0,9.1,0.6,-0.6,0.0,0.812,0.054,-0.054,0.0,96.4,8.2,-8.3,0.0,0.30331,0.0258,-0.02611,0.0,Mass,0.105,0.04,-0.039,0.0,90.6,,,0.0,919.0,30.0,-31.0,0.0,0,K1-K2,5300.0,100.0,-100.0,0.0,0.92,0.06,-0.06,0.0,0.96,0.04,-0.04,0.0,0.36,0.06,-0.06,0.0,[Fe/H],4.55,0.1,-0.1,0.0,13h13m33.26s,198.3885831,+62d18m19.37s,62.3053799,109.557,0.545,-0.54,10.92,0.008,-0.008,8.911,0.014,-0.014,10.692,0.000739,-0.000739,,,0.078236556,,948.3748367,675.2248367,948.3747637544091,675.2247637544091,0
4138,toi-1272 b,TOI-1272 b,TOI-1272,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,3.31599,2e-05,-2e-05,0.0,0.0412,0.0008,-0.0008,0.0,4.14,0.21,-0.21,0.0,0.369,0.019,-0.019,0.0,24.6,2.3,-2.3,0.0,0.0774,0.00724,-0.00724,0.0,Mass,0.338,0.056,-0.062,0.0,120.59,,,0.0,961.0,32.0,-32.0,0.0,0,,4985.0,121.0,-121.0,0.0,0.79,0.03,-0.03,0.0,0.85,0.05,-0.05,0.0,0.17,0.06,-0.06,0.0,[Fe/H],4.55,0.1,-0.1,0.0,13h16m47.09s,199.1962036,+49d51m39.81s,49.8610591,137.572,0.403,-0.401,11.758,0.046,-0.046,9.701,0.02,-0.02,11.6,0.000497,-0.000497,,,0.04122452,,1085.863261,812.7132614,1085.8631778869913,812.7131778869913,0
4139,toi-1272 c,TOI-1272 c,TOI-1272,1,2,Radial Velocity,2022,W. M. Keck Observatory,0,8.689,0.008,-0.008,0.0,0.0783,0.0014,-0.0014,0.0,5.59,,,0.0,0.499,,,0.0,26.7,3.1,-3.1,0.0,0.08401,0.00975,-0.00975,0.0,Msini,0.35,,,1.0,,,,,697.0,23.0,-23.0,0.0,0,,4985.0,121.0,-121.0,0.0,0.79,0.03,-0.03,0.0,0.85,0.05,-0.05,0.0,0.17,0.06,-0.06,0.0,[Fe/H],4.55,0.1,-0.1,0.0,13h16m47.09s,199.1962036,+49d51m39.81s,49.8610591,137.572,0.403,-0.401,11.758,0.046,-0.046,9.701,0.02,-0.02,11.6,0.000497,-0.000497,,,0.078353788,,787.6673916,514.5173916,787.6673310674613,514.5173310674613,0
4140,toi-1273 b,TOI-1273 b,TOI-1273,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,4.631296,3e-06,-3e-06,0.0,0.0549,0.001,-0.001,0.0,11.097,2.466,-2.466,0.0,0.99,0.22,-0.22,0.0,70.55791,4.76743,-4.76743,0.0,0.222,0.015,-0.015,0.0,Mass,0.055,0.032,-0.032,0.0,225.01,,,0.0,1211.0,15.0,-15.0,0.0,0,,5690.0,40.0,-40.0,0.0,1.06,0.02,-0.02,0.0,1.06,0.06,-0.06,0.0,0.07,0.04,-0.04,0.0,[Fe/H],4.37,0.03,-0.03,0.0,14h16m29.01s,214.1208564,+58d23m24.91s,58.3902534,177.118,1.222,-1.206,10.98,0.009,-0.009,9.417,0.024,-0.024,10.8662,0.000261,-0.000261,,,0.05544267,,1243.724147,970.5741467,1243.7240510914141,970.5740510914142,0
4141,toi-1278 b,TOI-1278 b,TOI-1278,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,14.47567,0.00021,-0.00021,0.0,0.095,0.001,-0.001,0.0,12.218,2.69,-2.242,0.0,1.09,0.24,-0.2,0.0,5879.82553,158.9142,-158.9142,0.0,18.5,0.5,-0.5,0.0,Mass,0.013,0.004,-0.004,0.0,6.54,,,0.0,408.0,,,0.0,0,M0 V,3799.0,42.0,-42.0,0.0,0.57,0.01,-0.01,0.0,0.54,0.02,-0.02,0.0,-0.01,0.28,-0.28,0.0,[Fe/H],4.68,0.1,-0.1,0.0,21h21m54.83s,320.4784442,+35d38m55.05s,35.648625,75.5759,0.15495,-0.15495,13.502,0.093,-0.093,9.735,0.012,-0.012,12.7543,0.000271,-0.000271,,,0.094659497,,462.9029603,189.7529603,462.9029246854136,189.75292468541363,0
4142,toi-1288 b,TOI-1288 b,TOI-1288,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.699835,4e-06,-3e-06,0.0,0.0429,0.0006,-0.0006,0.0,5.24,0.09,-0.09,0.0,0.467,0.008,-0.008,0.0,42.0,3.0,-3.0,0.0,0.13215,0.00944,-0.00944,0.0,Mass,0.064,0.014,-0.015,0.0,603.3,,,0.0,1266.0,27.0,-27.0,0.0,0,G V,5225.0,23.0,-27.0,0.0,1.01,0.02,-0.01,0.0,0.89,0.04,-0.02,0.0,0.07,0.09,-0.09,0.0,[Fe/H],4.24,0.09,-0.09,0.0,20h52m40.09s,313.1670294,+65d36m31.62s,65.6087833,114.865,0.322,-0.321,10.445,0.007,-0.007,8.779,0.021,-0.021,10.4468,0.000358,-0.000358,,,0.036500206,,1261.140216,987.990216,1261.1401190252802,987.9901190252803,0
4143,toi-1296 b,TOI-1296 b,TOI-1296,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,3.9443715,5.8e-06,-5.8e-06,0.0,0.0497,0.0023,-0.0028,0.0,13.798,0.347,-0.347,0.0,1.231,0.031,-0.031,0.0,94.71287,12.39531,-12.39531,0.0,0.298,0.039,-0.039,0.0,Mass,0.055,0.061,-0.038,0.0,1078.6,,,0.0,1562.0,43.0,-31.0,0.0,0,,5603.0,47.0,-47.0,0.0,1.66,0.04,-0.04,0.0,1.17,0.14,-0.14,0.0,0.44,0.04,-0.04,0.0,[Fe/H],4.05,0.1,-0.1,0.0,17h07m04.95s,256.7706392,+70d14m18.53s,70.2384806,323.265,2.845,-2.797,11.37,0.019,-0.019,9.742,0.016,-0.016,11.2912,0.000315,-0.000315,,,0.051481871,,1610.799594,1337.649594,1610.7994702198328,1337.649470219833,0
4144,toi-1298 b,TOI-1298 b,TOI-1298,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,4.537164,1.2e-05,-1.2e-05,0.0,0.059,0.0023,-0.0023,0.0,9.427,0.235,-0.235,0.0,0.841,0.021,-0.021,0.0,113.14691,10.17051,-10.17051,0.0,0.356,0.032,-0.032,0.0,Mass,0.032,0.034,-0.023,0.0,732.01,,,0.0,1388.0,24.0,-24.0,0.0,0,,5889.0,43.0,-43.0,0.0,1.41,0.03,-0.03,0.0,1.44,0.1,-0.1,0.0,0.49,0.03,-0.03,0.0,[Fe/H],4.39,0.08,-0.08,0.0,16h05m17.50s,241.3229012,+70d11m24.14s,70.1900397,319.036,2.001,-1.978,11.889,0.022,-0.022,10.012,0.016,-0.016,11.4038,0.000268,-0.000268,,,0.06056908,,1432.089446,1158.939446,1432.0893360338512,1158.9393360338513,0
4145,toi-132 b,TOI-132 b,TOI-132,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,2.1097019,1.2e-05,-1.1e-05,0.0,0.026,0.002,-0.003,0.0,3.42,0.13,-0.14,0.0,0.305,0.012,-0.012,0.0,22.4,1.9,-1.92,0.0,0.07048,0.00598,-0.00604,0.0,Mass,0.059,0.05,-0.037,0.0,860.0,,,0.0,1395.0,52.0,-72.0,0.0,0,G8 V,5397.0,46.0,-46.0,0.0,0.9,0.02,-0.02,0.0,0.97,0.06,-0.06,0.0,0.16,0.1,-0.1,0.0,[Fe/H],4.48,0.23,-0.23,0.0,22h33m35.92s,338.3996623,-43d26m12.74s,-43.436872,163.678,0.993,-0.981,11.197,0.013,-0.013,9.646,0.023,-0.023,11.3208,0.000702,-0.000702,,,0.03186729,,1579.545127,1306.395127,1579.5450060032795,1306.3950060032794,0
4146,toi-1386 b,TOI-1386 b,TOI-1386,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,25.83839,0.00013,-0.00013,0.0,0.1732,0.0027,-0.0033,0.0,6.053,0.202,-0.179,0.0,0.54,0.018,-0.016,0.0,47.0386,6.03874,-5.72091,0.0,0.148,0.019,-0.018,0.0,Mass,0.061,0.056,-0.042,0.0,34.68,2.13,-1.76,0.0,676.0,10.0,-8.0,0.0,0,G5V,5793.0,76.0,-73.0,0.0,1.02,0.03,-0.03,0.0,1.04,0.05,-0.06,0.0,0.164,0.056,-0.056,0.0,[Fe/H],4.44,0.03,-0.03,0.0,22h18m00.98s,334.5041029,+54d19m08.56s,54.3190454,146.858,0.687,-0.68,10.61,0.008,-0.008,9.086,0.019,-0.019,10.5069,0.000237,-0.000237,,,0.173298673,,699.3180049,426.1680049,699.3179511615214,426.1679511615214,0
4147,toi-1386 c,TOI-1386 c,TOI-1386,1,2,Radial Velocity,2024,W. M. Keck Observatory,0,227.6,4.6,-4.0,0.0,0.739,0.015,-0.016,0.0,12.0,,,0.0,1.07,,,0.0,98.20898,12.07748,-12.07748,0.0,0.309,0.038,-0.038,0.0,Msini,0.27,0.13,-0.13,0.0,1.77,0.15,-0.15,0.0,327.0,5.0,-5.0,0.0,0,G5V,5793.0,76.0,-73.0,0.0,1.02,0.03,-0.03,0.0,1.04,0.05,-0.06,0.0,0.164,0.056,-0.056,0.0,[Fe/H],4.44,0.03,-0.03,0.0,22h18m00.98s,334.5041029,+54d19m08.56s,54.3190454,146.858,0.687,-0.68,10.61,0.008,-0.008,9.086,0.019,-0.019,10.5069,0.000237,-0.000237,,,0.739150898,,338.5528192,65.40281915,338.5527931253329,65.40279312533295,0
4148,toi-1408 b,TOI-1408 b,TOI-1408,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,4.424711,1.6e-06,-1.6e-06,0.0,0.05804,0.0002,-0.0002,0.0,16.813,,,0.0,1.5,,,0.0,537.13001,63.56568,-63.56568,0.0,1.69,0.2,-0.2,0.0,Mass,0.259,0.026,-0.026,0.0,173.88,,,0.0,1011.0,,,0.0,0,,6306.0,32.0,-32.0,0.0,1.27,0.02,-0.02,0.0,1.33,0.01,-0.01,0.0,7.79,0.12,-0.12,0.0,[Fe/H],4.35,0.01,-0.01,0.0,20h54m02.65s,313.5110469,+72d34m50.32s,72.5806455,139.484,0.418,-0.417,9.270001,0.003,-0.003,8.078,0.02,-0.02,9.18795,0.000223,-0.000223,,,0.058007077,,1467.36165,1194.21165,1467.3615369255178,1194.211536925518,0
4149,toi-1411 b,TOI-1411 b,TOI-1411,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.4520358,9.8e-06,-9.8e-06,0.0,0.023,0.0026,-0.0026,0.0,1.36,0.16,-0.16,0.0,0.121,0.014,-0.014,0.0,2.42,,,0.0,0.00761,,,0.0,M-R relationship,,,,,277.81,,,0.0,1136.0,59.0,-59.0,0.0,0,,4266.0,100.0,-100.0,0.0,0.66,0.1,-0.1,0.0,0.59,0.23,-0.23,0.0,,,,,,4.73,0.1,-0.1,0.0,15h31m47.05s,232.946047,+47d03m19.98s,47.0555507,32.4778,0.0225,-0.0225,10.51,0.03,-0.03,7.25,0.021,-0.021,9.87723,0.000526,-0.000526,,,0.021047929,,1136.773498,863.6234982,1136.7734107743195,863.6234107743195,0
4150,toi-1416 b,TOI-1416 b,TOI-1416,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,1.0697568,2.8e-06,-2.8e-06,0.0,0.019,0.0003,-0.0003,0.0,1.62,0.08,-0.08,0.0,0.145,0.007,-0.007,0.0,3.48,0.47,-0.47,0.0,0.01095,0.00148,-0.00148,0.0,Mass,0.0,,,0.0,883.0,96.0,-96.0,0.0,1517.0,39.0,-39.0,0.0,0,G9 V,4884.0,70.0,-70.0,0.0,0.79,0.04,-0.03,0.0,0.8,0.04,-0.04,0.0,0.08,0.05,-0.05,0.0,[Fe/H],4.52,0.05,-0.05,0.0,14h27m41.64s,216.9234892,+41d57m10.75s,41.9529862,55.0135,0.0775,-0.0772,9.91,0.03,-0.03,7.708,0.024,-0.024,9.65254,0.000226,-0.000226,,,0.01900322,,1566.597538,1293.447538,1566.5974179949044,1293.4474179949043,0
4151,toi-1420 b,TOI-1420 b,TOI-1420,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,6.9561063,1.7e-06,-1.7e-06,0.0,0.071,0.0012,-0.0012,0.0,11.89,0.33,-0.33,0.0,1.061,0.029,-0.029,0.0,25.1,3.8,-3.8,0.0,0.07897,0.01196,-0.01196,0.0,Mass,0.17,,,1.0,139.0,10.0,-10.0,0.0,957.0,17.0,-17.0,0.0,0,,5510.0,110.0,-110.0,0.0,0.92,0.02,-0.02,0.0,0.99,0.05,-0.05,0.0,0.28,0.074,-0.074,0.0,[Fe/H],4.5,0.03,-0.03,0.0,21h31m46.03s,322.9418092,+66d20m56.42s,66.3490054,201.918,0.918,-0.911,11.655,0.022,-0.022,10.119,0.022,-0.022,11.738,0.000227,-0.000227,,,0.071077099,,986.6460409,713.4960409,986.6459650318282,713.4959650318282,0
4152,toi-1422 b,TOI-1422 b,TOI-1422,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,12.9972,0.0006,-0.0006,0.0,0.108,0.003,-0.003,0.0,3.96,0.13,-0.11,0.0,0.353,0.012,-0.01,0.0,9.0,2.3,-2.0,0.0,0.02832,0.00724,-0.00629,0.0,Mass,0.04,0.05,-0.03,0.0,90.52,,,0.0,867.0,17.0,-17.0,0.0,0,G2 V,5840.0,62.0,-62.0,0.0,1.02,0.01,-0.01,0.0,0.98,0.06,-0.07,0.0,-0.09,0.07,-0.07,0.0,[Fe/H],4.41,0.11,-0.11,0.0,23h36m57.80s,354.240829,+39d38m21.41s,39.6392793,155.141,0.663,-0.657,10.622,0.007,-0.007,9.19,0.022,-0.022,10.5521,0.000231,-0.000231,,,0.107460548,,892.7833754,619.6333754,892.783306731345,619.633306731345,0
4153,toi-1431 b,TOI-1431 b,TOI-1431,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,2.650237,3e-06,-3e-06,0.0,0.046,0.002,-0.002,0.0,16.701,0.56,-0.56,0.0,1.49,0.05,-0.05,0.0,991.62463,57.20911,-57.20911,0.0,3.12,0.18,-0.18,0.0,Mass,0.0022,0.003,-0.0016,0.0,5300.0,500.0,-470.0,0.0,2370.0,70.0,-70.0,0.0,0,Am C,7690.0,400.0,-250.0,0.0,1.92,0.07,-0.07,0.0,1.9,0.1,-0.08,0.0,0.09,0.03,-0.03,0.0,[Fe/H],4.15,0.04,-0.04,0.0,21h04m48.89s,316.2036922,+55d35m16.88s,55.5880221,148.925,1.034,-1.02,8.03,0.03,-0.03,7.439,0.029,-0.029,7.97561,0.000252,-0.000252,,,0.046421037,,2471.400201,2198.250201,2471.400011099907,2198.2500110999067,0
4154,toi-1442 b,TOI-1442 b,TOI-1442,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,0.4090677,3e-07,-3e-07,0.0,0.0071,0.0002,-0.0002,0.0,1.17,0.06,-0.06,0.0,0.104,0.005,-0.005,0.0,1.71,,,0.0,0.00537,,,0.0,M-R relationship,,,,,207.02,,,0.0,1072.0,54.0,-54.0,0.0,0,,3330.0,160.0,-160.0,0.0,0.31,0.01,-0.01,0.0,0.29,0.02,-0.02,0.0,,,,,,4.92,0.04,-0.04,0.0,19h09m10.10s,287.2921006,+74d10m27.39s,74.1742762,41.1659,0.0618,-0.0615,15.39,0.2,-0.2,10.089,0.02,-0.02,13.7652,0.000485,-0.000485,,,0.00713844,,1094.563459,821.4134588,1094.5633746137391,821.4133746137392,0
4155,toi-1470 b,TOI-1470 b,TOI-1470,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,2.527093,4e-06,-3e-06,0.0,0.0285,0.0004,-0.0004,0.0,2.18,0.04,-0.04,0.0,0.194,0.004,-0.004,0.0,7.32,1.21,-1.24,0.0,0.02303,0.00381,-0.0039,0.0,Mass,0.3,,,1.0,46.3,1.5,-1.4,0.0,734.0,,,0.0,0,M1.5 V,3709.0,11.0,-11.0,0.0,0.47,0.0,0.0,0.0,0.47,0.01,-0.01,0.0,0.0,0.03,-0.03,0.0,[Fe/H],4.77,0.02,-0.02,0.0,00h40m21.39s,10.0891431,+61d12m48.19s,61.2133868,51.9503,0.0745,-0.0745,13.459,0.036,-0.036,9.283,0.02,-0.02,12.5555,0.000285,-0.000285,,,0.028230632,,749.2527949,476.1027949,749.2527373171574,476.10273731715745,0
4156,toi-1470 c,TOI-1470 c,TOI-1470,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,18.08816,6e-05,-8e-05,0.0,0.106,0.001,-0.001,0.0,2.47,0.02,-0.02,0.0,0.22,0.002,-0.002,0.0,7.24,2.87,-2.77,0.0,0.02278,0.00903,-0.00872,0.0,Mass,0.5,,,1.0,3.35,0.3,-0.2,0.0,373.0,,,0.0,0,M1.5 V,3709.0,11.0,-11.0,0.0,0.47,0.0,0.0,0.0,0.47,0.01,-0.01,0.0,0.0,0.03,-0.03,0.0,[Fe/H],4.77,0.02,-0.02,0.0,00h40m21.39s,10.0891431,+61d12m48.19s,61.2133868,51.9503,0.0745,-0.0745,13.459,0.036,-0.036,9.283,0.02,-0.02,12.5555,0.000285,-0.000285,,,0.104850226,,388.5061241,115.3561241,388.50609420381915,115.35609420381917,0
4157,toi-1478 b,TOI-1478 b,TOI-1478,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,10.180249,1.5e-05,-1.5e-05,0.0,0.0903,0.0018,-0.0013,0.0,11.882,0.448,-0.437,0.0,1.06,0.04,-0.039,0.0,270.47333,16.52716,-14.93801,0.0,0.851,0.052,-0.047,0.0,Mass,0.024,0.032,-0.017,0.0,261.01,,,0.0,918.0,11.0,-11.0,0.0,0,,5597.0,83.0,-82.0,0.0,1.05,0.03,-0.03,0.0,0.95,0.06,-0.04,0.0,0.078,0.072,-0.066,0.0,[Fe/H],4.37,0.04,-0.03,0.0,08h25m44.10s,126.4337428,-13d33m34.37s,-13.5595485,152.892,0.915,-0.905,10.723,0.009,-0.009,9.201,0.021,-0.021,10.6624,0.000217,-0.000217,,,0.090369239,,949.4041388,676.2541388,949.4040658463286,676.2540658463287,0
4158,toi-150.01,TOI-150.01,TOI-150,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,5.857487,8.9e-05,-9.7e-05,0.0,0.07037,0.00087,-0.00088,0.0,14.067,0.235,-0.213,0.0,1.255,0.021,-0.019,0.0,797.7533,38.1396,-38.1396,0.0,2.51,0.12,-0.12,0.0,Mass,0.262,0.045,-0.037,0.0,750.92,,,0.0,1404.0,7.0,-6.0,0.0,0,F,6255.0,90.0,-90.0,0.0,1.53,0.01,-0.01,0.0,1.35,0.04,-0.03,0.0,0.28,0.036,-0.036,0.0,[Fe/H],4.13,0.01,-0.01,0.0,07h31m51.70s,112.965421,-73d36m21.73s,-73.6060358,336.267,1.927,-1.905,11.39,0.015,-0.015,9.94,0.019,-0.019,11.3408,0.000316,-0.000316,,,0.070284459,,1450.855944,1177.705944,1450.8558323436653,1177.7058323436654,0
4159,toi-1518 b,TOI-1518 b,TOI-1518,1,1,Transit,2021,Multiple Observatories,0,1.902603,1.1e-05,-1.1e-05,0.0,0.0389,0.0011,-0.0011,0.0,21.017,0.594,-0.594,0.0,1.875,0.053,-0.053,0.0,731.00534,,,1.0,2.3,,,1.0,Mass,0.01,,,1.0,17123.01,,,0.0,2492.0,38.0,-38.0,0.0,0,F0,7300.0,100.0,-100.0,0.0,1.95,0.05,-0.05,0.0,1.79,0.26,-0.26,0.0,-0.1,0.12,-0.12,0.0,[Fe/H],4.1,0.2,-0.2,0.0,23h29m04.20s,352.2675207,+67d02m05.30s,67.0348062,225.888,1.69,-1.666,8.952,0.003,-0.003,8.325,0.021,-0.021,8.89529,0.000283,-0.000283,,,0.036485779,,2571.049301,2297.899301,2571.0491033105914,2297.8991033105913,0
4160,toi-157 b,TOI-157 b,TOI-157,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,2.0845435,2.3e-06,-2.3e-06,0.0,0.03138,0.00025,-0.0002,0.0,14.415,0.258,-0.224,0.0,1.286,0.023,-0.02,0.0,375.0394,41.3179,-38.1396,0.0,1.18,0.13,-0.12,0.0,Mass,0.0,,,0.0,1062.0,57.0,-51.0,0.0,1588.0,21.0,-20.0,0.0,0,G9 IV,5404.0,70.0,-67.0,0.0,1.17,0.02,-0.01,0.0,0.95,0.02,-0.02,0.0,0.24,0.09,-0.09,0.0,[Fe/H],4.28,0.01,-0.01,0.0,04h54m48.35s,73.7014398,-76d40m50.18s,-76.6806061,355.683,2.848,-2.804,12.725,0.046,-0.046,10.892,0.023,-0.023,12.5143,0.000285,-0.000285,,,0.031394652,,1641.446911,1368.296911,1641.4467847085054,1368.2967847085056,0
4161,toi-1601 b,TOI-1601 b,TOI-1601,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,5.331751,1.1e-05,-1.1e-05,0.0,0.06864,0.00079,-0.00075,0.0,13.888,0.516,-0.437,0.0,1.239,0.046,-0.039,0.0,314.6517,34.9613,-34.9613,0.0,0.99,0.11,-0.11,0.0,Mass,0.036,0.044,-0.026,0.0,1071.42,,,0.0,1619.0,24.0,-23.0,0.0,0,,5948.0,87.0,-89.0,0.0,2.19,0.07,-0.06,0.0,1.52,0.05,-0.05,0.0,0.329,0.073,-0.075,0.0,[Fe/H],3.94,0.02,-0.03,0.0,02h33m26.78s,38.361569,+41d00m48.36s,41.0134321,336.608,8.389,-7.998,10.66,0.006,-0.006,9.191,0.014,-0.014,10.5276,0.000388,-0.000388,,,0.068675463,,1671.280782,1398.130782,1671.2806533035628,1398.1306533035627,0
4162,toi-163 b,TOI-163 b,TOI-163,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,4.231306,6.3e-05,-5.7e-05,0.0,0.058,0.0014,-0.0014,0.0,16.69,0.381,-0.381,0.0,1.489,0.034,-0.034,0.0,387.7526,38.1396,-38.1396,0.0,1.22,0.12,-0.12,0.0,Mass,0.0,,,0.0,1489.11,,,0.0,1669.0,16.0,-14.0,0.0,0,F,6495.0,90.0,-90.0,0.0,1.65,0.02,-0.03,0.0,1.44,0.03,-0.03,0.0,0.22,0.041,-0.041,0.0,[Fe/H],4.19,0.01,-0.01,0.0,05h19m04.38s,79.7682532,-71d53m43.90s,-71.8955269,411.719,8.163,-7.857,11.467,0.014,-0.014,10.124,0.023,-0.023,11.2193,0.000527,-0.000527,,,0.057815499,,1723.265407,1450.115407,1723.2652747978823,1450.1152747978822,0
4163,toi-1670 b,TOI-1670 b,TOI-1670,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,10.98462,0.00046,-0.00051,0.0,0.103,0.002,-0.002,0.0,2.06,0.19,-0.15,0.0,0.184,0.017,-0.013,0.0,41.31769,,,1.0,0.13,,,1.0,Mass,0.59,0.17,-0.26,0.0,86.15,,,0.0,1062.0,14.0,-13.0,0.0,0,F7 V,6170.0,61.0,-61.0,0.0,1.32,0.02,-0.02,0.0,1.21,0.02,-0.02,0.0,0.09,0.07,-0.07,0.0,[Fe/H],4.29,0.11,-0.11,0.0,17h16m04.14s,259.0172522,+72d09m40.25s,72.1611806,168.067,0.69,-0.684,9.889,0.004,-0.004,8.724,0.018,-0.018,9.81934,0.00037,-0.00037,,,0.103052605,,1098.749161,825.5991615,1098.7490770183208,825.5990770183208,0
